264.83	B
264.97	A
265.06	B
265.13	C
265.19	B
265.67	C
265.96	E
266.03	F
266.27	A
266.35	B
266.49	C
266.63	B
266.84	A
266.92	B
267.58	C
267.65	B
267.72	C
267.79	B
267.86	C
268.21	B
268.28	A
268.36	C
268.50	A
268.58	E
268.72	A
268.80	B
268.92	A
269.00	B
269.04	F
269.22	B
269.50	G
269.57	E
269.64	F
269.71	B
270.06	C
270.27	B
270.41	C
270.69	X
270.84	B
270.90	C
271.03	H
271.10	E
271.17	A
271.27	B
271.39	A
271.49	B
271.85	F
271.99	B
272.34	H
272.41	C
272.48	B
272.62	C
272.83	G
272.90	B
273.04	C
273.11	F
273.39	B
273.46	C
273.67	B
273.88	X
274.73	B
274.86	C
274.93	B
275.21	D
275.40	C
275.45	B
275.82	F
275.88	B
276.00	C
276.14	B
276.56	C
276.63	B
276.70	E
276.77	F
276.84	B
276.91	C
276.98	B
277.12	F
277.19	B
277.26	A
277.34	C
277.40	B
277.80	C
277.87	B
278.01	F
278.22	B
278.29	A
278.37	B
278.43	C
278.55	H
278.62	G
278.69	X
278.81	B
279.14	C
279.21	B
279.27	F
279.34	C
279.41	H
279.48	E
279.52	F
279.62	B
279.83	F
280.04	A
280.12	D
280.21	E
280.42	F
280.49	X
281.00	B
281.45	G
281.54	E
281.61	B
281.68	C
282.03	B
282.10	C
282.24	B
282.45	D
282.66	B
282.73	A
282.81	F
282.89	B
282.96	E
283.10	F
283.24	B
283.31	C
283.45	B
283.86	F
283.93	B
284.14	C
284.21	B
284.42	F
284.63	B
285.05	E
285.26	B
285.40	X
286.14	C
286.87	B
287.15	C
287.29	B
287.57	D
287.64	H
287.78	B
287.85	C
287.92	D
288.06	B
288.13	F
288.27	A
288.35	F
288.49	B
288.70	E
288.91	C
288.98	B
289.05	C
289.12	F
289.31	E
289.36	C
289.54	B
289.68	C
289.75	B
289.89	C
290.10	B
290.17	X
290.70	B
290.86	E
291.00	F
291.14	B
291.21	F
291.28	C
291.35	F
291.49	B
291.63	A
291.75	B
291.82	C
291.89	B
292.17	X
292.64	C
292.72	F
292.91	E
292.96	C
293.28	B
293.56	C
293.84	B
294.22	C
294.94	B
295.08	E
295.22	B
295.57	C
295.71	B
295.78	A
295.86	B
296.05	C
296.19	B
296.61	F
296.68	B
296.89	C
297.10	B
297.17	A
297.25	E
297.30	F
297.34	B
297.76	C
297.83	B
298.11	X
298.48	C
298.73	B
298.94	C
299.01	B
299.36	A
299.44	B
299.79	A
299.87	C
300.04	B
300.11	C
300.39	B
300.81	D
300.95	B
301.37	E
301.58	F
301.72	A
301.80	B
301.92	F
302.06	C
302.13	B
302.48	H
302.55	D
302.62	B
302.76	G
302.83	B
302.97	E
303.11	B
303.18	E
303.32	X
304.05	C
304.24	F
304.38	A
304.46	B
304.54	A
304.62	B
304.98	C
305.12	B
305.47	A
305.55	B
305.67	C
305.74	H
305.81	B
305.95	E
306.02	B
306.16	A
306.24	B
306.66	F
306.94	B
307.01	C
307.08	E
307.22	X
308.94	C
309.24	B
309.52	F
309.63	B
309.98	A
310.07	C
310.13	H
310.18	B
310.25	D
310.46	B
310.60	A
310.77	B
310.82	D
310.87	B
310.94	A
311.02	C
311.09	B
311.15	A
311.23	B
311.40	G
311.47	E
311.54	B
311.75	A
312.15	C
312.42	B
312.84	F
313.05	A
313.13	B
313.29	C
313.36	B
313.50	C
313.57	H
313.64	D
313.99	C
314.06	X
314.19	B
314.57	F
314.64	B
314.99	F
315.20	B
315.34	A
315.44	B
315.50	C
315.63	B
315.98	G
316.05	C
316.12	B
316.19	A
316.27	B
316.60	C
316.67	B
316.88	C
317.09	B
317.37	C
317.44	A
317.52	E
317.64	F
317.78	B
317.85	C
317.92	B
318.20	G
318.27	B
318.41	A
318.49	B
318.55	C
318.60	G
318.67	B
318.74	C
318.88	E
319.16	B
319.30	X
319.67	B
319.90	A
319.98	C
320.08	B
320.36	X
322.47	C
322.61	B
322.68	C
322.75	B
322.82	C
323.17	E
323.38	B
323.52	F
323.66	B
323.80	C
324.01	B
324.15	A
324.23	B
324.31	A
324.39	C
324.50	B
324.71	C
324.85	B
325.13	C
325.34	H
325.41	B
325.83	G
325.97	C
326.11	B
326.32	X
326.89	C
327.15	B
327.22	C
327.57	B
327.71	E
327.99	F
328.06	B
328.55	C
328.76	B
329.11	C
329.18	B
329.25	C
329.39	B
329.46	C
329.67	X
330.52	B
330.64	X
330.86	B
330.90	C
331.01	B
331.15	A
331.27	E
331.34	B
331.48	A
331.56	B
331.66	G
331.80	E
331.87	C
332.15	B
332.29	X
332.57	B
332.82	E
332.96	B
333.03	C
333.10	B
333.24	G
333.38	C
333.45	B
333.59	C
333.66	D
333.73	B
334.01	E
334.22	F
334.43	B
334.78	E
334.92	B
335.04	C
335.38	A
335.48	C
335.54	B
336.09	E
336.44	X
337.09	B
337.15	G
337.20	F
337.27	A
337.35	B
337.52	D
337.66	B
338.08	A
338.51	C
338.78	B
338.85	A
338.99	B
339.11	C
339.18	B
339.32	F
339.46	B
339.74	C
339.88	A
340.03	B
340.08	C
340.20	B
340.34	F
340.41	B
340.62	G
340.69	C
340.76	B
341.04	F
341.25	E
341.46	F
341.53	D
341.74	C
341.81	F
341.88	B
341.95	C
342.02	B
342.16	E
342.37	B
342.44	F
342.51	A
342.59	C
342.91	H
343.05	C
343.19	B
343.26	C
343.40	B
343.54	X
344.12	B
344.40	X
344.59	B
344.69	C
344.83	B
344.90	C
345.25	F
345.32	B
345.39	C
345.46	B
345.53	F
345.67	B
345.88	G
345.95	B
346.09	C
346.30	B
346.37	C
346.44	B
346.51	F
346.65	C
346.79	B
347.00	A
347.08	B
347.16	A
347.24	B
347.43	C
347.50	X
348.15	A
348.27	C
348.36	B
348.43	E
348.57	A
348.67	B
349.03	F
349.10	B
349.38	E
349.52	B
349.80	C
349.87	B
350.36	A
350.44	E
350.55	B
350.62	C
350.69	B
350.83	X
351.23	C
351.30	A
351.37	D
351.56	C
351.63	F
351.70	B
352.19	C
352.33	B
352.75	F
352.89	E
353.03	B
353.10	H
353.17	C
353.24	B
353.38	C
353.52	B
353.59	G
353.66	D
353.87	E
353.94	F
354.15	X
355.61	C
355.69	G
355.83	C
356.11	X
356.67	C
357.01	B
357.22	E
357.29	B
357.43	C
357.57	H
357.64	F
357.71	E
357.85	B
357.99	E
358.13	F
358.20	B
358.34	C
358.41	B
358.83	F
358.97	B
359.04	A
359.15	B
359.22	C
359.28	B
359.42	E
359.56	F
359.70	C
359.91	B
360.19	C
360.26	B
360.33	C
360.54	F
360.68	A
360.76	C
360.88	E
361.09	H
361.23	C
361.30	B
361.37	G
361.51	C
361.72	B
361.79	C
362.07	B
362.14	X
362.28	B
362.65	C
362.70	B
362.89	A
362.97	C
363.04	B
363.11	G
363.18	B
363.46	C
363.53	B
363.60	E
363.74	B
364.30	H
364.37	C
364.44	B
364.58	X
365.16	C
365.69	B
366.04	E
366.18	C
366.25	A
366.38	B
366.93	C
367.00	A
367.08	B
367.34	E
367.48	G
367.55	B
368.11	C
368.32	B
368.88	G
368.95	B
369.09	E
369.23	B
369.51	X
369.87	B
369.96	C
370.10	A
370.18	C
370.34	B
370.76	G
370.83	C
370.90	B
371.04	A
371.12	B
371.18	F
371.51	E
371.58	F
371.65	A
371.73	B
371.96	C
372.00	A
372.08	X
373.51	B
374.10	F
374.17	C
374.24	B
374.31	A
374.39	E
374.50	B
374.78	E
374.99	B
375.20	C
375.27	B
375.55	F
375.62	E
375.83	F
375.97	C
376.11	B
376.18	E
376.32	G
376.39	B
376.53	C
376.67	B
376.81	X
377.00	B
377.36	C
377.43	H
377.50	C
377.57	F
377.78	B
377.85	A
377.94	C
378.15	G
378.29	B
378.36	C
378.50	G
378.57	C
378.71	B
378.92	C
378.99	E
379.20	F
379.34	B
379.41	C
379.48	E
379.55	B
379.62	C
379.97	B
380.11	C
380.53	H
380.60	C
380.67	E
380.74	A
380.83	B
380.95	F
381.02	C
381.23	F
381.30	E
381.37	B
381.58	X
382.21	C
382.32	G
382.39	B
382.46	F
382.60	B
382.88	F
383.09	B
383.23	C
383.30	B
383.37	A
383.45	B
383.61	E
383.68	A
383.76	B
383.90	A
383.98	C
384.16	B
384.63	F
384.77	A
384.85	B
385.02	A
385.11	C
385.18	B
385.24	F
385.38	C
385.45	B
385.52	G
385.59	B
386.08	C
386.15	F
386.68	E
386.75	C
387.00	E
387.04	F
387.18	C
387.32	G
387.39	C
387.53	B
387.67	A
387.76	C
387.83	B
388.04	C
388.18	B
388.25	C
388.32	A
388.40	C
388.69	A
388.77	C
388.95	F
389.09	B
389.16	H
389.37	X
389.69	B
389.95	A
390.03	C
390.09	B
390.14	D
390.21	B
390.35	E
390.56	F
390.84	E
391.19	C
391.33	G
391.40	B
391.54	A
391.62	C
391.67	B
391.72	C
391.93	B
392.00	X
392.73	B
393.15	F
393.22	C
393.36	B
393.43	C
393.57	B
393.64	C
393.78	B
394.13	C
394.27	F
394.41	B
394.48	H
394.55	C
394.76	A
394.84	C
395.07	B
395.42	A
395.57	B
395.76	F
395.99	B
396.06	C
396.20	B
396.27	F
396.41	B
396.55	C
396.62	A
396.70	B
396.95	F
397.16	B
397.30	A
397.39	C
397.58	B
397.72	X
397.88	B
398.21	A
398.29	C
398.55	B
398.83	X
398.99	B
399.23	C
399.30	B
399.72	C
400.07	B
400.21	G
400.28	B
400.56	C
400.63	F
400.84	C
400.91	B
400.98	C
401.12	B
401.19	A
401.27	F
401.46	E
401.51	C
401.76	B
401.83	C
402.11	B
402.39	C
402.46	B
403.03	F
403.21	C
403.35	H
403.42	C
403.56	G
403.63	E
403.70	B
403.84	E
404.12	C
404.26	X
406.47	B
406.57	G
406.64	F
406.78	B
406.85	A
406.93	B
407.24	G
407.31	A
407.40	C
407.47	B
407.54	E
407.75	F
407.96	B
408.16	C
408.34	B
408.62	A
408.70	E
408.78	B
408.99	C
409.27	B
409.41	F
409.55	C
409.62	A
409.70	C
409.84	B
409.91	E
410.33	B
410.68	C
410.82	B
411.10	C
411.52	X
411.68	B
411.76	C
411.83	B
411.90	F
411.97	C
412.25	A
412.33	C
412.38	B
412.42	A
412.50	B
412.54	F
412.79	B
413.21	C
413.28	B
413.48	G
413.53	C
413.64	B
413.78	X
415.00	F
415.14	C
415.21	B
415.35	C
415.54	B
415.61	A
415.69	F
415.96	B
416.24	F
416.31	C
416.38	B
416.45	E
416.66	C
417.01	X
417.14	B
417.31	A
417.39	C
417.53	B
418.16	C
418.37	B
418.49	C
418.56	B
418.63	C
418.84	B
418.91	C
419.12	B
419.61	X
419.76	B
420.06	A
420.14	E
420.21	B
420.34	C
420.41	B
420.55	C
421.25	D
421.32	B
421.67	H
421.81	C
421.95	B
422.09	X
422.24	B
422.53	A
422.62	C
422.72	B
422.79	C
422.86	G
422.93	C
423.07	B
423.35	X
424.46	B
424.50	A
424.58	B
424.67	A
424.75	C
424.88	B
424.95	A
425.03	C
425.10	B
425.24	C
425.38	F
425.57	E
